Corruption Rate,Accuracy
0.0001,0.9743333458900452
0.001,0.9740952253341676
0.01,0.9722856879234314
0.02,0.970380961894989
0.05,0.9636666774749756
0.1,0.9489523768424988
0.2,0.9036666750907898
0.5,0.5325238108634949
1.0,0.1868095248937606
